NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;TYPE_IAU;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;LENGTH_KM_ILCD;WIDE_KM;LENGTH_MI;WIDE_MI;LENGTH_ARCSEC;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;FLOOR_DIAMETER_KM;PEAK_HEIGHT_KM;PEAK_DIAMETER_KM;EXCAVATION_DEPTH_KM;MELTING_DEPTH_KM;EJECTA_THICK_M_1RADIUS;EJECTA_THICK_M_3RADIUS;EJECTA_THICK_M_5RADIUS;RADAR_BRIGHT_HALO_RADIUS;RADAR_DARK_HALO_RADIUS;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;ELGER_1895;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AGATHARCHIDES;AA1985S03111W;1985S03111W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Period source not found;;Agatharchide;Mdler (1837);01/01/1935 00:00;Not named;Not named;Not named;Geographer and historian;Greece;Greek;-2;2 nd century BC;?;about 100 BC;?;?;??;328.885381;31.115ø West;-19.853701;19.854ø South;Nearside;South-West;Mare Humorum region;52;Gassendi;172;9f4 / 11b3;036C/S 040C/S 048C/S 201C 2055;;IV-132-H1;50;51,98;49;30;30;25,9;3428;10969,6;0,065967639;A______________________________A;26,00;0,00;10,89;4,31;8,00;258,87;9,59;2,07;69,73;110,11;Damaged formation partly submerged by the lava of Oceanus Procellarum.;;Steep slopes supporting many craterlets.;Few high walls partially destroyed to the North and ridden by Agatharchides F to the South-West.;Extensive flat floor filled with dark lava.  Ruins of central mountain.;A very irregular complex ring-plain, about 28 miles in diameter, forming part of the N.W. side of the Mare Humorum. It must be observed under many phases before one can clearly comprehend its distinctive features. The wall is very deficient on the N., but is represented in places by bright mountain masses. The formation is flanked on the E. by a double rampart, which is at one place more than 5000 feet in height, with a deep intervening valley. The S. wall is traversed by a number of parallel valleys, all trending towards Hippalus. These are included in a much wider and longer chasm, which, gradually diminishing in breadth, extends up to the N. wall of the latter.;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;30;10x binoculars;50 mm refractor;Agatharchides;Agatharchides;82;51.9832;-19.8537009804279;328.885381439857;-18.9965343475342;-20.710865020752;329.796655654907;327.974077224731;LOLA2011;Europe;Greek;Crater, craters;AA;Mare Humorum;LAC-93;Adopted by IAU;01/01/1935 00:00;;Agatharchides of Cnidos. Greek geographer (c. 116 B.C.).;http://planetarynames.wr.usgs.gov/Feature/82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AGRIPPA;AA0410N01047E;0410N01047E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Eratosthenian (From -3.2 billions years to -1.1 billions years);Wilhelms / 1987 / Geological history of the Moon table;;Agrippa;Riccioli (1651);01/01/1935 00:00;Urselii;Mons Ida;Agrippa;Astronomer;Greece;Greek;1;1 st century;?;about 50;?;?;Observer in 92 of an eclipse of Pleiads by the Moon.;10.474135;10.474ø East;4.096399;4.096ø North;Nearside;North-East;East of Mare Tranquillitatis region;34;Hyginus;282;1e2 / 13d8;351C 357C 161C 167C;;IV-097-H1;46;43,75;46;28;28;21,8;3255;10416;0,074414375;A__________________________A;20,96;1,03;8,76;3,73;6,62;227,87;8,44;1,82;58,06;95,28;Circular  Formation with destructed shape to the South-West.;Do. ;Steep slopes supporting Agrippa F and Tempel to the East.;Walls in terraces supporting Agrippa H to the North.;Pretty flat floor.  Central mountain.  Hills and debris to the West.  Rille and craterlets.;"A ring-plain 28 miles in diameter on the N. of the last, with a terraced border rising to a height of between 7000 and 8000 feet above the floor, which contains a large bright central mountain and two craters on the S. The shape of this formation deviates very considerably from circularity, the N. wall, on which stands a small crater, being almost lineal. On the W., at a distance of a few miles, runs the prominent mountain range, extending northwards nearly up to the E. flank of Julius Caesar, which bounds the E. side of the great Ariadaeus plain. Between this rocky barrier and Agrippa is a very noteworthy enclosure containing much minute detail and a long straight ridge resembling a cleft. A few miles N. of Agrippa stands a small crater; at a point W. of which the Hyginus cleft originates.";3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor;Agrippa;Agrippa;92;43.7467;4.09639942536124;10.4741346961679;4.8177547454834;3.37504768371582;11.1972904205322;9.75096321105957;LOLA2011;Europe;Greek;Crater, craters;AA;Julius Caesar;LAC-60;Adopted by IAU;01/01/1935 00:00;;Greek astronomer (unkn-fl. A.D. 92).;http://planetarynames.wr.usgs.gov/Feature/92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AIRY;AA1814S00561E;1814S00561E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Period source not found;;Sir George Bidel Airy;Mdler (1837);01/01/1935 00:00;Crequii;Not named;Not named;Astronomer;England;English;19;19 th century;Alnwick;1801;London;1892;Director of the Observatory of Greenwich in 1835. Works on the celestial mechanics. Author of a theory on the diffraction of the light.;5.614858;5.615ø East;-18.141628;18.142ø South;Nearside;South-East;East of Catharina crater region;56;Azophi;204;13e5 / 13f5;357S 003S 161S 167S 174S;;;36;38,90;37;22;22;19,4;3142;10054,4;0,08078407;A________________________A;18,10;0,81;7,51;3,37;5,82;208,90;7,74;1,67;51,24;86,33;Wrecked formation forming an aligned trio North - South with Argelander and Vogel.;;Pretty steep slopes supporting Argelander to the North Airy D to the North-West and Airy G to the South-East.;Tormented and high walls ridden to the South by Airy H.;Irregular Few widened floor.  Double central mountain.;"About 22 miles in diameter, connected with Argelander by a depression bounded by linear walls. Its border, double on the S.E., is broken on the S. by a prominent crater, with a smaller companion on the;
W. of it; and again on the N.E. by another not so conspicuous. It has a central peak. The next link in the chain of ring-plains is Airy C, a very irregular object, somewhat larger, and with, for the most part, linear walls.";3;Very interesting formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor;Airy;Airy;113;38.8999;-18.1416280150276;5.61485798365116;-17.5002021789551;-18.783052444458;6.2898998260498;4.93980979919434;LOLA2011;Europe;Great Britain;Crater, craters;AA;Purbach;LAC-95;Adopted by IAU;01/01/1935 00:00;;George Biddell. British astronomer (1801-1892).;http://planetarynames.wr.usgs.gov/Feature/113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AITKEN;AA1644S17296E;1644S17296E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Upper Imbrian (From -3.8 billions years to -3.2 billions years);Wilhelms / 1987 / Geological history of the Moon table;troctolite ;Robert Grant Aitken;IAU 1970 ?;01/01/1970 00:00;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;Jackson;1864;Berkeley;1954;Author of New General Catalogue of Double Stars in 1932.;172.958257;172.958ø East;-16.442982;16.443ø South;Farside;South-East;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;;II-033-H3 II-075-M II-033-H2 II-033-M;135;129,69;135;79;79;64,8;4515;14448;0,034815999;A________________________________________________________A;0,00;0,00;31,02;9,38;21,85;509,23;18,86;4,07;184,20;237,20;Not observable;;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Aitken;Aitken;119;129.693;-16.442981593682;172.958257104497;-14.3044872283936;-18.5814762115479;175.187864303589;170.728651046753;LOLA2011;North America;American;Crater, craters;AA;Van de Graaff;LAC-104;Adopted by IAU;01/01/1970 00:00;;Robert Grant. American astronomer (1864-1951).;http://planetarynames.wr.usgs.gov/Feature/119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AKIS;AA2001N03176W;2001N03176W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Birth period not found;Period source not found;;Greek female name.;IAU;01/01/1976 00:00;;;;;Europe;Greek;;;;;;;;328.240600;31.759ø West;20.010862;20.011ø North;Nearside;North-West;Aristarchus;;;;;;;;2.28179;2,28;2.28179;1.37;1.37;1,1;450;1440;0,197622059;A__________A;0,13;0,00;0,00;0,19;0,14;45,60;1,69;0,36;1,42;7,98;;;;;;;;;10;Three days after First Quarter;Two days after Last Quarter;;;;Akis;Akis;133;2.28179;20.0108621824275;328.240599939583;20.0484867095947;19.973237991333;328.280641555786;328.200563430786;LOLA2011;Europe;Greek;Crater, craters;AA;Aristarchus;LAC-39;Adopted by IAU;01/01/1976 00:00;;Greek female name.;http://planetarynames.wr.usgs.gov/Feature/133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL BIRUNI;AA1807N09262E;1807N09262E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Personal communication / 2008;;Al-Biruni;IAU 1984 ?;01/01/1970 00:00;Not known;Not known;Not known;scientist;Iran;Iranian;11;11 th century;Kath;973;Rhazni;1050;Great traveller. Astrologist of Rhazni Sultan in 1017. Civilizations historian. Author of Kitah al Qanun al Mas'udi, general astronomy treaty inpired from Ptolemeaus.;92.616176;92.616ø East;18.071294;18.071ø North;Librations zone;North-East;Not determined;III;Mare Marginis;No map or picture;No map or picture;No map or picture;;;77;80,41;77;45;45;40,2;3910;12512;0,048628264;A________________________________________A;44,83;0,00;18,26;6,25;12,92;357,52;13,24;2,86;110,84;158,81;Circular formation situated in the zone of librations.;Older than Crisium Basin ;;;;;1;Low interest or difficult formation;1;2 days after New Moon;1 day after Full Moon;30;x10 binoculars;50 mm refractor;Al-Biruni;Al Biruni;146;80.4102;18.0712940391157;92.6161762877919;19.3971767425537;16.7454166412354;94.0111713409424;91.2211856842041;LOLA2011;Asia;Persian;Crater, craters;AA;Joliot;LAC-46;Adopted by IAU;01/01/1970 00:00;;Ab�� ar-Rayh��n Muhammad ibn Ahmad al-Bir��n��. Persian astronomer, mathematician, geographer (973-1048).;http://planetarynames.wr.usgs.gov/Feature/146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALAN;AA1093S00617W;1093S00617W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Birth period not found;Period source not found;;Irish male name.;IAU;01/01/1976 00:00;;;;;Europe;Ireland;;;;;;;;353.829086;6.171ø West;-10.933056;10.933ø North;Nearside;South-West;Ptolemaeus;;;;;;;;1.43526;1,44;1.43526;0.86;0.86;0,7;283;905,6;0,196716005;A__________A;0,06;0,00;0,00;0,12;0,08;28,80;1,07;0,23;0,80;5,43;;;;;;;;;8;One day after First Quarter;Last Quarter;;;;Alan;Alan;156;1.43526;-10.9330563533681;353.82908575974;-10.9093894958496;-10.9567222595215;353.853189468384;353.804983139038;LOLA2011;Europe;Ireland;Crater, craters;AA;Ptolemaeus;LAC-77;Adopted by IAU;01/01/1976 00:00;;Irish male name.;http://planetarynames.wr.usgs.gov/Feature/156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL-BAKRI;AA1434N02025E;1434N02025E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;;Abu Ubayd Abd Allah al-Bakri (ex Tacquet A);(??);01/01/1976 00:00;Not named;Not named;Not named;Geographer;Araby;Arabian;11;11 th century;Cordoue;1040;Cordoue;1094;Specialist of the North Africa and Arabia.  Author of a 'Dictionary of Geography' and a 'Geographical description of the known world';20.245111;20.245ø East;14.335392;14.335ø North;Nearside;North-East;East part of Mare Tranquillitatis;35;Arago;284;1c4;343N/C 148C 154C 161C;;;12;12,21;12;7;7;6,1;2453;7849,6;0,200966296;A________A;2,57;0,00;0,00;1,03;1,25;244,20;9,04;1,95;11,58;32,64;Isolated circular formation.;;Few steep slopes supporting 2 lines of North South oriented crests to the South.;Few high walls.;Extensive flat floor filled with lava.;;2;Pretty interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor;Al-Bakri;Al Bakri;145;12.2124;14.3353921449422;20.2451109277967;14.5367641448975;14.1340236663818;20.4529514312744;20.0372714996338;LOLA2011;Europe;Spain;Crater, craters;AA;Julius Caesar;LAC-60;Adopted by IAU;01/01/1976 00:00;;Ab�� Ubayd Abdall��h Ibn abd al-Az��z Ibn Muhammad. Spanish-Arab geographer (1010-1094).;http://planetarynames.wr.usgs.gov/Feature/145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALBATEGNIUS;AA1124S00401E;1124S00401E;IAU Named formation;Walled plain;AA;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Wilhelms / 1987 / Geological history of the Moon table;;Muhammad ibn al-Battani;Riccioli (1651);01/01/1935 00:00;Ferdinandi III Imp. Rom.;Mons Didymus;Albategnius;Astronomer;Araby;Arabian;9;9 th century;Harran;858;Qasr al Djiss;929;Author of the 'Zidj' improving considerably astronomical knowledge of his period. Measure of the obliquity of the Ecliptique.;4.009197;4.009ø East;-11.240026;11.240ø South;Nearside;South-East;Ptolemaeus crater region;44;Ptolemaeus;204;13e5 / 13f5;357C 003C/S 161C/S 167C 174C;MM137;IV-101-H2 IV-096-H2;136;130,84;136;82;82;65,4;4527;14486,4;0,034601814;A________________________________________________________A;0,00;0,00;31,32;9,45;22,06;512,57;18,98;4,10;185,93;238,97;Damaged circular formation.;Partly covered by Imbrian ejecta ;Steep slopes riddled with craterlets.;High walls ridden by many craters whose Klein to the West and Albategius B to the North.;Large flat floor.  White spot to the West.  Central mountain.   Depressions and craterlets.;"A magnificent walled-plain, 65 miles in diameter, adjoining Hipparchus on the S., surrounded by a massive complex rampart, prominently terraced, including many depressions, and crossed by several valleys. It is surmounted by very lofty peaks, one of which on the N.E. stands nearly 15,000 feet above the floor. The great ring-plain Albategnius A, 28 miles in diameter, intrudes far within the limits of the formation on the E., and its towering crest rises more than 10,000 feet above its floor, on which there is a small central mountain. The central mountain of Albategnius is more than 4000 feet high, and, with the exception of a few minor elevations, is the only prominent feature in the interior, though there are many small craters. Schmidt counted forty with the Berlin refractor, among them 12 on the E. side, arranged like a string of pearls.";4;Exceptional formation;7;First Quarter;6 days after Full Moon;5;Naked eye;10x binoculars;Albategnius;Albategnius;162;130.84;-11.2400256943076;4.00919711121067;-9.08932113647461;-13.4050445556641;6.20333290100098;1.80430030822754;LOLA2011;Asia;Iraq;Crater, craters;AA;Ptolemaeus;LAC-77;Adopted by IAU;01/01/1935 00:00;;Muhammed Ben Geber Al-Batt��n��. Arab astronomer, mathematician (c. 858-929).;http://planetarynames.wr.usgs.gov/Feature/162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALBERT;AA3830N03500W;3830N03500W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Birth period not found;Period source not found;;Male name of German origin.;IAU;14/06/2012 00:00;;;;;Europe;Germany;;;;;;;;325.001816;34.998ø West;38.298683;38.299ø North;Nearside;North-West;Sinus Iridum;;;;;;;;0.1;0,10;0.1;0.06;0.06;0;19;60,8;0,191538495;A__________A;0,00;0,00;0,00;0,01;0,00;2,00;0,07;0,02;0,03;0,58;;Lunokhod-1;;;;;;;10;Three days after First Quarter;Two days after Last Quarter;;;;Albert;Albert;15003;0.1;38.298683166504;325.00181579591;38.298683166504;38.298683166504;325.00181579591;325.00181579591;LOLA2011;Europe;Germany;Crater, craters;AA;Sinus Iridum;LAC-24;Adopted by IAU;14/06/2012 00:00;;Male name of German origin.;http://planetarynames.wr.usgs.gov/Feature/15003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALDEN;AA2351S11111E;2351S11111E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Personal communication / 2008;;Harold L.Alden;IAU 1970 ?;01/01/1970 00:00;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;??;1890;??;1964;??;111.114134;111.114ø East;-23.508401;23.508ø South;Farside;South-East;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;;III-121-M;104;111,44;104;61;61;55,7;4313;13801,6;0,038709607;A__________________________________________________A;67,39;0,00;26,29;8,25;18,50;455,17;16,86;3,64;156,78;208,85;Not observable;;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Alden;Alden;170;111.437;-23.5084011266012;111.114133901039;-21.6707038879395;-25.346097946167;113.117849349976;109.110376358032;LOLA2011;North America;American;Crater, craters;AA;Fermi;LAC-101;Adopted by IAU;01/01/1970 00:00;;Harold Lee. American astronomer (1890-1964).;http://planetarynames.wr.usgs.gov/Feature/170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALDER;AA4863S17788W;4863S17788W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Lower Imbrian (From -3.85 billions years to -3.8 billions years);Wilhelms / 1987 / Geological history of the Moon table;ol-noritic gabbro;Kurt Alder;IAU 1970 ?;01/01/1979 00:00;Not known;Not known;Not known;chemist;Germany;German;20;20 th century;KÇônigshÇ¬tte;1902;Koln;1958;Professor in Koln University in 1940. Nobel prize in 1950 with Otto Diels.;182.116275;177.884ø West;-48.625534;48.626ø South;Farside;South-West;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;;V-065-M;77;82,12;77;45;45;41;3935;12592;0,047918221;A________________________________________A;46,02;0,00;18,70;6,36;13,23;363,13;13,45;2,91;113,35;161,64;Not observable;;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Alder;Alder;171;82.1233;-48.6255337543063;182.11627539159;-47.3111705780029;-49.9398651123047;184.151113510132;180.084394454956;LOLA2011;Europe;Germany;Crater, craters;AA;Hess;LAC-132;Adopted by IAU;01/01/1979 00:00;;Kurt. German organic chemist. Nobel laureate (1902-1958).;http://planetarynames.wr.usgs.gov/Feature/171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALDRIN;AA0141N02209E;0141N02209E;IAU Named formation;Crater;AA;Craterlet;Meteoritic impact;Birth period not found;Period source not found;;Edwin E. Aldrin (ex Sabine B);(??);01/01/1970 00:00;Not named;Not named;Not named;Astronaut;U. S. A.;American;20;20 th century;?;1930;?;Alive;Pilot of the LEM of the mission Apollo 11.  Second man to have walked on the Moon on 21 July 1969.;22.089946;22.090ø East;1.405851;1.406ø North;Nearside;North-East;East part of Mare Tranquillitatis;35;Arago;276;;;;;3;2,80;3;2;2;1,4;554;1772,8;0,198028479;A__________A;0,19;0,00;0,00;0,24;0,19;56,00;2,07;0,45;1,84;9,48;Isolated circular formation with bowl shape.;;Few steep slopes.;Few high walls.;Rounded floor.;;1;Low interest or difficult formation;5;5 days after New Moon;4 days after Full Moon;100;100 mm reflector;200 mm reflector;Aldrin;Aldrin;172;2.80139;1.40585054918935;22.0899462614279;1.4520435333252;1.35965919494629;22.1361522674561;22.0437412261963;LOLA2011;North America;American;Crater, craters;AA;Julius Caesar;LAC-60;Adopted by IAU;01/01/1970 00:00;;Edwin Eugene, Jr. (`Buzz`). American astronaut (1930-Live).;http://planetarynames.wr.usgs.gov/Feature/172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALEKHIN;AA6794S13185W;6794S13185W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms and Byrne / 2009;;Nikolaj P. Alekhin;IAU 1970 ?;01/01/1970 00:00;Not known;Not known;Not known;engineer;USSR;Soviet;20;20 th century;??;1913;??;1964;Rockets designer.;228.147607;131.852ø West;-67.944046;67.944ø South;Farside;South-West;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;;;70;74,82;70;41;41;37,4;3826;12243,2;0,051140165;A______________________________________A;40,97;0,00;16,81;5,88;11,94;338,95;12,55;2,71;102,67;149,49;Not observable;;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Alekhin;Alekhin;174;74.8167;-67.9440462095697;228.147607347429;-66.7103672027588;-69.1777210235596;231.43271446228;224.862272262573;LOLA2011;Europe;Soviet;Crater, craters;AA;Zeeman;LAC-142;Adopted by IAU;01/01/1970 00:00;;Nikolaj Pavlovich. Soviet rocket designer, engineer (1913-1964).;http://planetarynames.wr.usgs.gov/Feature/174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALEXANDER;AA4025N01369E;4025N01369E;IAU Named formation;Walled plain;AA;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms and Byrne / 2009;;Alexandre le Grand;Birt / Lee (1865);01/01/1935 00:00;Mons Aemus;Not named;Calippus;King;Macedony;Macedonian;-4;4  th century BC;?;356 BC;Babylone;323 av JC;King of Macedoine from 336 to 323 BC. Worked for the expansion of his kingdom to India. Seized Babylone and burnt Persepolis.;13.693154;13.693ø East;40.251521;40.252ø North;Nearside;North-East;North of Mare Serenitatis region;13;Eudoxus;350;2d3;351N 154N 161N;;IV-098-H2 IV-103-H2;83;94,80;82;50;50;47,4;4108;13145,6;0,043342252;A______________________________________________A;55,06;0,00;21,98;7,19;15,49;403,84;14,96;3,23;132,03;182,34;Completely wrecked formation.  Triangular form.;;Very damaged slopes supporting Calippus to the South-West.;LFew high walls collapsed to the East.;Flat floor filled with dark lava.  Hills, rilles and craterlets.  Two white spots.;A large irregularly shaped plain, at least 60 miles in longest diameter, enclosed by the Caucasus Mountains. On the S.W. and N.W. the border is lineal. It has a dark level floor on which there is a great number of low hills.;2;Pretty interesting formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor;Alexander;Alexander;177;94.8028;40.2515214746878;13.6931543755926;41.513650894165;38.9893054962158;15.7355442047119;11.6471576690674;LOLA2011;Europe;Greek;Crater, craters;AA;Eudoxus;LAC-26;Adopted by IAU;01/01/1935 00:00;;Alexander the Great, of Macedon. Greek geographer (356-323 B.C.).;http://planetarynames.wr.usgs.gov/Feature/177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALFRAGANUS;AA0542S01897E;0542S01897E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Copernician (From -1.1 billions years to present days);Period source not found;;Muhammad ibn Kathir Al-FarrhanÇî;(??);01/01/1935 00:00;Not named;Not named;Not named;Astronomer;Persia;Persian;9;9 th century;Fergana;?;?;?;Author of a 'Book of the science of stars and celestial movements '.;18.970617;18.971ø East;-5.421661;5.422ø South;Nearside;South-East;Theophilus crater North-West region;46;Theophilus;236;13b6;343C 148C 154C 161C;;IV-089-H3 IV-084-H3;22;20,52;21;13;13;10,2;2592;8294,4;0,126324773;A______________A;8,14;0,23;2,74;1,96;2,88;130,13;4,82;1,04;25,97;50,47;Bright circular formation with rays.;;Steep slopes supporting Alfraganus E and H to the North and Alfraganus K and M to the East.;Very high walls.;Few extensive and flat floor.;A large bright crater, about 9 miles in diameter, with very steep walls, some distance S.S.W. of Delambre, and standing on the W. edge of a large but very shallow and irregular depression W. of Taylor. There is a remarkable chain of craters on the W. of it. Alfraganus is the centre of a system of light streaks radiating in all directions, one ray extending through Cyrillus to Fracastorius.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor;Alfraganus;Alfraganus;181;20.5207;-5.42166110863528;18.9706169940179;-5.08329582214355;-5.76002502441406;19.3105144500732;18.6307201385498;LOLA2011;Asia;Persian;Crater, craters;AA;Theophilus;LAC-78;Adopted by IAU;01/01/1935 00:00;;Al-Fargani, Abu'l-'Abb��s Ahmad Ibn Muhammad Ibn Kath��r. Persian astronomer (unkn-c. 840).;http://planetarynames.wr.usgs.gov/Feature/181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALHAZEN;AA1591N07183E;1591N07183E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Lower Imbrian (From -3.85 billions years to -3.8 billions years);Wilhelms / 1987 / Geological history of the Moon table;;Ibn al-Haytham (or Abu Ali al-Hasan);Schrter (1802);01/01/1935 00:00;Not named;Not named;Not named;Mathematician;Araby;Arabian;10;10 th century;Bassora;965;Le Caire;1039;Discoverer of laws of reflection, refraction and propagation of the light.  Author of 92 known works with many about astronomy.;71.827898;71.828ø East;15.914783;15.915ø North;Nearside;North-East;Moon East-North-East limb;27;Plutarch;229;3b4;291N 303C Q1E Q4E 099N I05N;MM96;;33;34,65;33;20;20;17,3;3034;9708,8;0,087588671;A______________________A;15,67;0,65;6,40;3,06;5,12;191,75;7,10;1,53;45,32;78,34;Circular formation located on the East slope of Mare Crisium.;Possibly Nectarian but younger than Crisium Basin ;Pretty steep slopes.;High walls in light terraces.;Flat floor.;This ring-plain, rather smaller than the last, is the most northerly of the linear chain of formations, associated with the highlands bordering the S.W. and the W. flanks of the Mare Crisium. It has a central mountain and other minor elevations on the floor. There is a little ring between Alhazen and Hansen, never very conspicuous in the telescope, which is plainly traceable in good photographs.;3;Very interesting formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor;Alhazen;Alhazen;183;34.648;15.9147834419603;71.8278983870921;16.4860935211182;15.3434734344482;72.4219760894775;71.2338199615479;LOLA2011;Asia;Iraq;Crater, craters;AA;Neper;LAC-63;Adopted by IAU;01/01/1935 00:00;;Ab�� Ali Al-Hasan Ibn Al Haitham. Iraqi mathematician (987-1038).;http://planetarynames.wr.usgs.gov/Feature/183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
